Indice,CODIGO,NOMBRE,CANTIDAD,COSTO-UNIT,VALOR-IVA,PRECIO-UNIT,TOTALES
782,"7,7912E+12",LA LINDA SAUVIGNON BLANC,2.0,3719.01,780.99,4500.0,9000.0
781,"7,7912E+12",LA LINDA red blend 2023,2.0,5785.12,1214.88,7000.0,14000.0
537,"7,79094E+12",DONCELLA TOLLAS FEM NORMAL C/ALAS,2.0,247.93,52.07,300.0,600.0
207,77987686,beldent sandia,2.0,165.29,34.71,200.0,400.0
208,"7,6222E+12",BELDENT X3 MENTA,2.0,41.32,8.68,50.0,100.0
773,"7,79813E+12",KING NIGHT LICOR DULCE DE LECHE,2.0,826.45,173.55,1000.0,2000.0
213,"7,7907E+12",BIANCHI MALBEC,2.0,495.87,104.13,600.0,1200.0
764,"7,79058E+12",Jugo ARCOR sabor frutilla 18g,2.0,247.93,52.07,300.0,600.0
346,"7,79098E+12",CHANDON DEMI SEC,2.0,10743.8,2256.2,13000.0,26000.0
397,"7,79809E+12",CITRIC NARANJA 1L,2.0,991.74,208.26,1200.0,2400.0
340,"7,79058E+12",CEREAL NATURAL BREAK almendras mani y semillas de girasol 33g,2.0,661.16,138.84,800.0,1600.0
791,"7,79835E+12",LASER POP COLOR ROSA,2.0,1487.6,312.4,1800.0,3600.0
792,"7,79098E+12",LATITUD 33 CHARDONAY,2.0,2479.34,520.66,3000.0,6000.0
795,"7,79031E+12",LAYS 40 G,2.0,1239.67,260.33,1500.0,3000.0
857,77976963,LUCKY STRIKE WILD MIX 10,2.0,297.52,62.48,360.0,720.0
871,"7,79004E+12",Mana Livianas Vainilla 136g,2.0,826.45,173.55,1000.0,2000.0
870,"7,79004E+12",MANA livianas con leche 136g,2.0,413.22,86.78,500.0,1000.0
866,"7,89105E+12",MALIBU,2.0,4958.68,1041.32,6000.0,12000.0
863,"7,50044E+12",Magistral detergente 300ml,2.0,1570.25,329.75,1900.0,3800.0
621,"7,79173E+12",FLORES NEGRAS,2.0,1239.67,260.33,1500.0,3000.0
521,"7,79154E+12",DADA INCREDIBLENDS III,2.0,3305.79,694.21,4000.0,8000.0
522,16455438292,Daikiri,2.0,2479.34,520.66,3000.0,6000.0
802,"7,79031E+12",LAYS FLAMIN TTOT 30G,2.0,1239.67,260.33,1500.0,3000.0
532,"7,7907E+12",Don VALENTIN CABERNET SAUVIGNON 750ML,2.0,3305.79,694.21,4000.0,8000.0
200,"7,6222E+12",BELDENT INFINIT CITRUS,2.0,165.29,34.71,200.0,400.0
201,"7,6222E+12",BELDENT INFINIT MENTA FRESCA X14,2.0,206.61,43.39,250.0,500.0
825,"7,79916E+12","levite pomelo rosado 1,5l",2.0,1404.96,295.04,1700.0,3400.0
824,"7,79806E+12",LEVITE POMELO 2L,2.0,743.8,156.2,900.0,1800.0
808,"7,79031E+12",LAYS QUESO CREMA Y CEBOLLA 85GR,2.0,1487.6,312.4,1800.0,3600.0
752,"5,00027E+12",JOHNNIE WALKER BLACK LABEL 1LT,2.0,61983.47,13016.53,75000.0,150000.0
225,"7,7912E+12",Bols Durazno,2.0,4132.23,867.77,5000.0,10000.0
571,"7,79173E+12",EL BURRO,2.0,2479.34,520.66,3000.0,6000.0
315,"6,91002E+12",cepillo colgate,2.0,165.29,34.71,200.0,400.0
672,"7,79293E+12",GLACIAR X 500 ML,2.0,413.22,86.78,500.0,1000.0
603,"7,79014E+12",Fernet 1882,2.0,4958.68,1041.32,6000.0,12000.0
668,"7,79819E+12",GIN MYRICA FRUTOS PATAGONIOS 750ML,2.0,12396.69,2603.31,15000.0,30000.0
667,"6,56751E+11",GIN BOSQUE,2.0,2438.02,511.98,2950.0,5900.0
659,"7,79217E+12",GATORADE NARANJA X500ML,2.0,1239.67,260.33,1500.0,3000.0
657,"7,79181E+12",GATORADE MARACUYA X 500 CM,2.0,1487.6,312.4,1800.0,3600.0
314,"7,79835E+12",CATZ FUN LLAVERO,2.0,1487.6,312.4,1800.0,3600.0
682,"7,79181E+12",H2OH SIN GAS X 500 ML,2.0,826.45,173.55,1000.0,2000.0
642,"7,79832E+12",GALLINITA COQUITA,2.0,495.87,104.13,600.0,1200.0
292,"7,79817E+12",CAMALEON SUPER LUBRICADO,2.0,826.45,173.55,1000.0,2000.0
619,"7,79024E+12",FINCA LAS MORARAS CABERNET 750CM,2.0,2314.05,485.95,2800.0,5600.0
620,"7,79154E+12",FINCA LAS MORAS BLANCO,2.0,2479.34,520.66,3000.0,6000.0
302,"7,79218E+12",CAï¿½UELAS MAYONESA 121G,2.0,413.22,86.78,500.0,1000.0
303,"7,79058E+12",CAR BUTTER FOFFEES 822G,2.0,6611.57,1388.43,8000.0,16000.0
678,"7,79125E+12",GORDONS PREMIUM PIMK 700ML,2.0,7851.24,1648.76,9500.0,19000.0
281,"7,6222E+12",CADBURY INTENSE 82Gs,2.0,165.29,34.71,200.0,400.0
750,"5,00027E+12",JOHNNIE WALKER RED LABEL X 1L,2.0,57851.24,12148.76,70000.0,140000.0
330,"7,79004E+12",CEREAL MIX AVENA Y PASAS 180Gs,2.0,495.87,104.13,600.0,1200.0
226,"7,7912E+12",Bols Frutilla,2.0,4132.23,867.77,5000.0,10000.0
336,77916501,Cereal Mix Original 23g,2.0,495.87,104.13,600.0,1200.0
238,"7,79058E+12",Bon o Bon Aguila 270g,2.0,4132.23,867.77,5000.0,10000.0
581,"7,50227E+12",ENCENDEDOR CLIPPER,2.0,1652.89,347.11,2000.0,4000.0
741,"7,79834E+12","INTEGRA barra de cereal girasol, arandanos",2.0,330.58,69.42,400.0,800.0
590,"7,79042E+12",FAMILIA GASCON MALBEC,2.0,2066.12,433.88,2500.0,5000.0
257,"7,7928E+12",BRAHMA DORADA 710CM,2.0,661.16,138.84,800.0,1600.0
685,"7,79058E+12",HALLOWEEN FRUTALES 396G,2.0,4132.23,867.77,5000.0,10000.0
735,"7,79315E+12",IMPERIAL IPA PACK POR 6,2.0,8925.62,1874.38,10800.0,21600.0
270,"7,7928E+12",BUDWEISER 340CM,2.0,330.58,69.42,400.0,800.0
271,"7,7928E+12",BUDWEISER 410CM,2.0,413.22,86.78,500.0,1000.0
601,"7,7909E+12",FANTA X 250 ML,2.0,661.16,138.84,800.0,1600.0
279,"7,6222E+12",CADBURY FUTILLA,2.0,190.08,39.92,230.0,460.0
280,"7,6222E+12",CADBURY FUTILLA 82Gs,2.0,371.9,78.1,450.0,900.0
519,"7,79154E+12",DADA DULCE LATA,2.0,247.93,52.07,300.0,600.0
311,"7,79001E+12",Carefree protectores feminos,2.0,1487.6,312.4,1800.0,3600.0
374,"7,62221E+12",CHOCOLATE MILKA MALA MIA 55GS,2.0,413.22,86.78,500.0,1000.0
1064,"7,79523E+12",OTRO LOCO MAS blanco,2.0,4958.68,1041.32,6000.0,12000.0
139,"7,7909E+12","AQUARIUS X 1,5 L UVA",2.0,1404.96,295.04,1700.0,3400.0
11,"7,79031E+12",3D 430G,2.0,1239.67,260.33,1500.0,3000.0
470,"7,79058E+12",CONEJO BOB LECHE X 50G,2.0,1652.89,347.11,2000.0,4000.0
130,"7,7909E+12",AQUARIUS 500ML,2.0,1322.31,277.69,1600.0,3200.0
412,"7,7909E+12",Coca Sin Azucares 473ml,2.0,289.26,60.74,350.0,700.0
1157,"7,60412E+11",PLUMAR 100 PAï¿½OS,2.0,826.45,173.55,1000.0,2000.0
1154,"7,79811E+12",PLACER pera 500ml,2.0,826.45,173.55,1000.0,2000.0
1152,"7,79811E+12",PLACER naranja 500ml,2.0,826.45,173.55,1000.0,2000.0
102,"7,79004E+12",AMOR X 108G,2.0,661.16,138.84,800.0,1600.0
380,"7,79004E+12",CHOCOLINAS CHOCO X 270 G,2.0,1239.67,260.33,1500.0,3000.0
1142,"7,79811E+12",PINDAPOY MULTIFRUTA 1LT,2.0,1487.6,312.4,1800.0,3600.0
390,"7,7909E+12",CHUSH LIMA LIMON X 3 L,2.0,1652.89,347.11,2000.0,4000.0
1061,"7,79241E+12",ORLOFF SANDIA,2.0,4132.23,867.77,5000.0,10000.0
28,"7,79487E+12",Aceite ALSAMAR 900ml,2.0,1239.67,260.33,1500.0,3000.0
63,"7,79173E+12",ALAMBRADO CABERNET,2.0,3305.79,694.21,4000.0,8000.0
1066,"7,79315E+12",Pack 6unidades Heineken 710ml,2.0,4462.81,937.19,5400.0,10800.0
98,"6,00111E+12",AMARULA CREAM ETHIOPIAN COFFEE 750ML,2.0,39669.42,8330.58,48000.0,96000.0
97,"6,0015E+12",AMARULA CREAM 750ML,2.0,39669.42,8330.58,48000.0,96000.0
96,"7,50044E+12",ALWAYS TOALLITAS,2.0,247.93,52.07,300.0,600.0
30,1618,ACONCAGUA GIN,2.0,5785.12,1214.88,7000.0,14000.0
39,"7,7909E+12",ADES SOJA 1L,2.0,1570.25,329.75,1900.0,3800.0
392,"7,79129E+12",CIF CREMA 750g,2.0,2727.27,572.73,3300.0,6600.0
457,"7,79058E+12",cofler super dulce de leche 250g,2.0,2396.69,503.31,2900.0,5800.0
1126,"7,79181E+12",PEPSI BLACK 1.5 LTS,2.0,1487.6,312.4,1800.0,3600.0
451,"7,79058E+12",Cofler Chocolinas blanco 100g,2.0,826.45,173.55,1000.0,2000.0
1087,"7,79334E+12",Papel Higienico Elegante 120mt,2.0,413.22,86.78,500.0,1000.0
1097,"7,79181E+12",Paso de los toros Pomelo 269ML,2.0,495.87,104.13,600.0,1200.0
65,"7,79445E+12",ALAMOS EXTRA BRUT,2.0,6611.57,1388.43,8000.0,16000.0
1034,"7,79072E+12",NAVE ROBINO EXTRA BRUT,2.0,2479.34,520.66,3000.0,6000.0
64,"7,79445E+12",ALAMOS CAVERNET SAUVIGNON,2.0,3719.01,780.99,4500.0,9000.0
1010,"7,79058E+12",MOGUL SANDIA 50CM,2.0,330.58,69.42,400.0,800.0
366,80432400432,CHIVAS REGAL 12 Aï¿½OS 1L,2.0,70247.93,14752.07,85000.0,170000.0
507,"7,79241E+12",CUSENIER LICOR DE CAFE,2.0,3305.79,694.21,4000.0,8000.0
902,70330717534,Maquinita Bic Comfor,2.0,743.8,156.2,900.0,1800.0
3,80432402672,100 PIPERS,2.0,7438.02,1561.98,9000.0,18000.0
504,"7,79241E+12",CUSENIER frutilla 70cl,2.0,3305.79,694.21,4000.0,8000.0
503,"7,79241E+12",CUSENIER dulce de leche 700ml,2.0,4958.68,1041.32,6000.0,12000.0
400,"7,6223E+12",CLUB SOCIAL UNIDAD,2.0,82.64,17.36,100.0,200.0
500,"7,79422E+12",CUPIDO CREMOSO X90G,2.0,826.45,173.55,1000.0,2000.0
495,"7,79048E+12",CRIADORES WHISSKY 1 LITRO,2.0,5785.12,1214.88,7000.0,14000.0
1177,1266743564,PRELISTA,2.0,2892.56,607.44,3500.0,7000.0
9,"7,79015E+12",1930 PERA 355CM,2.0,537.19,112.81,650.0,1300.0
917,"7,79004E+12",Melitas 159g,2.0,413.22,86.78,500.0,1000.0
918,"7,79004E+12",MELLIZAS X 108G,2.0,661.16,138.84,800.0,1600.0
934,"7,62221E+12",MILKA CASTAï¿½A CON CARAMELO,2.0,661.16,138.84,800.0,1600.0
935,"7,6223E+12",MILKA DULCE DE LECHE 67.5Gs,2.0,495.87,104.13,600.0,1200.0
367,"7,79058E+12",CHOCOLATE AGUILA 60% CACAO,2.0,2231.41,468.6,2700.0,5400.0
471,77941145,CONEJO BOB LECHE X110G,2.0,4132.23,867.77,5000.0,10000.0
481,"7,79058E+12",CORAZON BON BON 50G,2.0,289.26,60.74,350.0,700.0
171,"7,79004E+12",BAGGIO FRESH 1.5 L,2.0,1157.02,242.98,1400.0,2800.0
479,"7,79004E+12",COQUITAS 157G,2.0,826.45,173.55,1000.0,2000.0
162,"6,56874E+11",AXIS MINT ICE,2.0,3305.79,694.21,4000.0,8000.0
371,"7,79038E+12",CHOCOLATE C/LECHE GEORAGLOS,2.0,330.58,69.42,400.0,800.0
965,"7,79047E+12",MISTERIO MALBEC 750ML,2.0,3305.79,694.21,4000.0,8000.0
155,"7,79129E+12",Axe Desodorante Marine,2.0,2892.56,607.44,3500.0,7000.0
981,"7,79058E+12",MOGUL EXT TUBITOS FRUT 70G,2.0,371.9,78.1,450.0,900.0
991,"7,79058E+12",MOGUL frutillas acidas 500g,2.0,1239.67,260.33,1500.0,3000.0
992,"7,79058E+12",MOGUL gusanitos acidos 500g,2.0,1239.67,260.33,1500.0,3000.0
993,"7,79058E+12",MOGUL HALLOWEEN OJITOS X 500 G,2.0,1900.83,399.17,2300.0,4600.0
1005,"7,79058E+12",MOGUL OSITOS 80GR,2.0,330.58,69.42,400.0,800.0
394,"7,7912E+12",CINZANO PRO SPRITS,1.0,4958.68,1041.32,6000.0,6000.0
318,"7,7909E+12",CEPITA DEL VALLE MULTIFRUTA 1L,1.0,289.26,60.74,350.0,350.0
1429,77976291,TITA 19Gs,1.0,165.29,34.71,200.0,200.0
379,"7,79004E+12",CHOCOLINAS BLANCO 245G,1.0,826.45,173.55,1000.0,1000.0
321,"7,7909E+12",CEPITA FRESH 250ML,1.0,82.64,17.36,100.0,100.0
1437,"5,06005E+12",TOFKA VODKA X 1 L,1.0,39669.42,8330.58,48000.0,48000.0
1427,"7,79241E+12",TIA MARIA COFEE,1.0,7851.24,1648.76,9500.0,9500.0
364,"7,79813E+12",Chips De Chocolate,1.0,322.31,67.69,390.0,390.0
360,"7,79058E+12",CHICLE FICS FRUTA,1.0,330.58,69.42,400.0,400.0
351,"7,79031E+12",CHEETOS X 43 G,1.0,1239.67,260.33,1500.0,1500.0
343,"7,79315E+12",CEREVEZA SANTA FE X 1 LT,1.0,578.51,121.49,700.0,700.0
375,"7,6223E+12",CHOCOLATE MILKA OREO 155GS,1.0,1074.38,225.62,1300.0,1300.0
1421,"7,6223E+12",TERRABUSI DUQUESA,1.0,165.29,34.71,200.0,200.0
322,"7,7909E+12",CEPITA FRESH 500 ML,1.0,826.45,173.55,1000.0,1000.0
365,80432402733,CHIVAS 12 Aï¿½OS 500ml,1.0,37190.08,7809.92,45000.0,45000.0
339,"7,79058E+12",cereal natural break almendras mani y piso de chocolate 38g,1.0,661.16,138.84,800.0,800.0
333,"7,79004E+12",CEREAL MIX frutilla y chia 207g,1.0,1074.38,225.62,1300.0,1300.0
391,"7,79129E+12",CIF BIOACTIVE X 300ML,1.0,495.87,104.13,600.0,600.0
331,"7,79004E+12",CEREAL MIX avena y pasas 207g,1.0,1074.38,225.62,1300.0,1300.0
323,"7,7909E+12","cepita fresh naranja 1,5L",1.0,247.93,52.07,300.0,300.0
1430,"7,79025E+12",Toallita femenina,1.0,1239.67,260.33,1500.0,1500.0
216,"7,79125E+12",BLENDED SCOTCH WHISKY X 750ML,1.0,9917.36,2082.64,12000.0,12000.0
301,"7,79577E+12",CANA CACHAPE 1LT,1.0,495.87,104.13,600.0,600.0
154,"7,79129E+12",Axe 72h,1.0,2479.34,520.66,3000.0,3000.0
183,"7,79217E+12",BARRA DE CEREAL FRUTILLA,1.0,413.22,86.78,500.0,500.0
1503,"7,79076E+12",UNANIME,1.0,2066.12,433.88,2500.0,2500.0
181,"7,79058E+12",Barra cereal SIMPLE CHOCOLATE 30G,1.0,330.58,69.42,400.0,400.0
180,"7,7981E+12",BARBA ROJA CON MIEL 330CM,1.0,413.22,86.78,500.0,500.0
179,"5,01011E+12",BALLANTINES 750ML,1.0,28925.62,6074.38,35000.0,35000.0
178,"5,0003E+12",BALLANTINES 7 YO BURBON 750CC,1.0,35537.19,7462.81,43000.0,43000.0
177,"7,79004E+12",BAGLEY RUMBA 110G,1.0,826.45,173.55,1000.0,1000.0
176,"7,79004E+12",BAGLEY 110 G,1.0,826.45,173.55,1000.0,1000.0
1510,"7,79836E+12",V.OJO DE BUEN CUBERO MALBEC 750 ML,1.0,10743.8,2256.2,13000.0,13000.0
1511,B5,Vaso 200cc,1.0,41.32,8.68,50.0,50.0
1512,"7,79813E+12",VELAS LA PROMESA X4,1.0,123.97,26.03,150.0,150.0
166,"7,79336E+12",B C NARANJA 200ML,1.0,165.29,34.71,200.0,200.0
156,"7,79129E+12",AXE EPIC FRESH 48 H 97G,1.0,2892.56,607.44,3500.0,3500.0
148,"7,79218E+12",ARROZ 500 G,1.0,2314.05,485.95,2800.0,2800.0
298,"7,7912E+12",CAMPARI 450 ML,1.0,4132.23,867.77,5000.0,5000.0
134,"7,7909E+12",AQUARIUS PERA 375 ML,1.0,165.29,34.71,200.0,200.0
124,"7,79809E+12",ANTARES SCO 500ML,1.0,2148.76,451.24,2600.0,2600.0
123,"7,79809E+12",ANTARES IPA 473cc,1.0,413.22,86.78,500.0,500.0
109,"7,7928E+12",ANDES FRESQUITA PACKS X4,1.0,5950.41,1249.59,7200.0,7200.0
101,"7,2106E+11",AMERICAN HONEY WHISKY,1.0,32231.41,6768.6,39000.0,39000.0
100,"6,00111E+12",AMARULACREAM RASPBERRY X 750ML,1.0,39669.42,8330.58,48000.0,48000.0
99,"6,00111E+12",AMARULA CREAM VANILLA SPICE 750ML,1.0,39669.42,8330.58,48000.0,48000.0
95,"7,79813E+12",ALMA NEGRA 750ML,1.0,16528.93,3471.07,20000.0,20000.0
75,1836,Alfajor La Bustincera dulce de leche,1.0,1239.67,260.33,1500.0,1500.0
66,"7,79445E+12",ALAMOS MALBEC 750,1.0,3719.01,780.99,4500.0,4500.0
26,"7,31204E+12",ABSOLUT RASPBERRI 700CM,1.0,15702.48,3297.52,19000.0,19000.0
23,"7,31204E+12",ABSOLUT KURANT 1LT,1.0,20661.16,4338.84,25000.0,25000.0
8,"7,79015E+12",1930 DULCE 355CC,1.0,537.19,112.81,650.0,650.0
186,"7,79336E+12",BC jugo naranja,1.0,991.74,208.26,1200.0,1200.0
187,"7,79058E+12",BC jugo sabor manzana,1.0,247.93,52.07,300.0,300.0
190,"7,79058E+12",BC MAYONESA 250 CM,1.0,826.45,173.55,1000.0,1000.0
191,"7,79336E+12",BC MULTIFRUTA X 200ML,1.0,330.58,69.42,400.0,400.0
289,"7,79077E+12",CALIPSO toallas feminas,1.0,661.16,138.84,800.0,800.0
288,"7,79077E+12",CALIPSO toallas femeninas x16,1.0,578.51,121.49,700.0,700.0
287,"7,79325E+12",CALIFORNIA CLASICO X 1125,1.0,1652.89,347.11,2000.0,2000.0
282,"7,6222E+12",CADBURY TRES SUENOS,1.0,190.08,39.92,230.0,230.0
276,"7,79058E+12",BUTTER FOFFEES X 822 G,1.0,4958.68,1041.32,6000.0,6000.0
275,"7,79058E+12",BUT TOFFEES X 810G,1.0,5785.12,1214.88,7000.0,7000.0
267,"7,79004E+12",BUDIN ARC C/FRUTA X 215 G,1.0,2479.34,520.66,3000.0,3000.0
264,77982353,BUBBALOO FRUTILLA,1.0,16.53,3.47,20.0,20.0
252,"7,79058E+12",BON O BON X 30 U,1.0,7438.02,1561.98,9000.0,9000.0
249,"7,79058E+12",Bon o Bon Original 270g.,1.0,4958.68,1041.32,6000.0,6000.0
247,"7,79058E+12",BON O BON LECHE 7 U,1.0,1900.83,399.17,2300.0,2300.0
243,"7,79058E+12",BON O BON BLANCO X 30 U,1.0,7438.02,1561.98,9000.0,9000.0
234,77956712,bon bon 15g,1.0,413.22,86.78,500.0,500.0
1475,"7,79026E+12",Tres Plumas chocolate a la almendra 700ml,1.0,4132.23,867.77,5000.0,5000.0
233,"7,64018E+12",BOMBAY BRAMBLE GIN 700 ML,1.0,32231.41,6768.6,39000.0,39000.0
1478,"7,79058E+12",TRUMPETER CABERNET,1.0,4793.39,1006.61,5800.0,5800.0
218,"7,79241E+12",BLENDERS AZUL,1.0,2148.76,451.24,2600.0,2600.0
217,"7,79241E+12",BLENDERS AMERICANO,1.0,5785.12,1214.88,7000.0,7000.0
215,70330913431,BIC MINI,1.0,165.29,34.71,200.0,200.0
214,70330717534,BIC COMFORT 3,1.0,1239.67,260.33,1500.0,1500.0
1488,"7,79101E+12",TULIPAN TATTOO PLACER EXTREMO,1.0,1487.6,312.4,1800.0,1800.0
203,77981844,BELDENT MANDARINA,1.0,165.29,34.71,200.0,200.0
202,"7,6222E+12",BELDENT INFINIT SPEARMINT,1.0,165.29,34.71,200.0,200.0
197,89540507583,BEEFEATER 24 LONDON DRY GIN,1.0,32231.41,6768.6,39000.0,39000.0
196,"5,0003E+12",BEEFATER GIN 700ML,1.0,24793.39,5206.61,30000.0,30000.0
195,"7,79004E+12",BC NARANJA X 500ML,1.0,743.8,156.2,900.0,900.0
194,"7,79058E+12",BC NARANJA 7G,1.0,247.93,52.07,300.0,300.0
395,"5,87343E+12",CIRCENSE GIN,1.0,1611.57,338.43,1950.0,1950.0
1193,38000845246,PRINGLES ORIGINAL,1.0,702.48,147.52,850.0,850.0
1412,"7,79095E+12",Terma Patagonico,1.0,247.93,52.07,300.0,300.0
861,"7,79129E+12",LUX GLICERINA 90 G,1.0,1239.67,260.33,1500.0,1500.0
949,"7,79315E+12",MILLER PACKS X6,1.0,7438.02,1561.98,9000.0,9000.0
944,"7,62221E+12",MILKA OREO 55Gs,1.0,495.87,104.13,600.0,600.0
940,"7,6222E+12",MILKA LEGER COMBINADO,1.0,661.16,138.84,800.0,800.0
939,"7,62221E+12",MILKA LECHE 55gs,1.0,661.16,138.84,800.0,800.0
915,"7,79095E+12",MARTINI ROSSO,1.0,1239.67,260.33,1500.0,1500.0
914,"7,79039E+12",MARTIN FIERRO MALBEC,1.0,1239.67,260.33,1500.0,1500.0
1259,"7,79334E+12",ROLLO DE COCINA X 3,1.0,2892.56,607.44,3500.0,3500.0
1260,"7,79241E+12",RON HAVANA CLUB Especial,1.0,7438.02,1561.98,9000.0,9000.0
1261,"7,79813E+12",ron petacon 400cc,1.0,247.93,52.07,300.0,300.0
1263,77985231,ROTHMANS BOX 12,1.0,876.03,183.97,1060.0,1060.0
885,"7,79031E+12",MANI JAPONES JAMON 110Gs,1.0,413.22,86.78,500.0,500.0
884,yuyeyfb,mani japones BENESSERE 150G,1.0,1652.89,347.11,2000.0,2000.0
877,"7,79004E+12",mana x 136 g,1.0,661.16,138.84,800.0,800.0
1272,"7,79058E+12",RUTINI CABERNET,1.0,19008.26,3991.74,23000.0,23000.0
1274,"7,79154E+12",SAGRADO MALBEC,1.0,2396.69,503.31,2900.0,2900.0
962,"7,79058E+12",MISTER POPS FRUTILLA ANANA 51G,1.0,123.97,26.03,150.0,150.0
849,77976536,LUCKY STRIKE FRESH CRISP 20,1.0,561.98,118.02,680.0,680.0
843,77977267,LUCKY STRIKE CHARGED 20,1.0,561.98,118.02,680.0,680.0
837,"7,79125E+12",LOS ARBOLES TINTO MALBEC,1.0,3305.79,694.21,4000.0,4000.0
835,"7,79042E+12",LOLA dulce terroir,1.0,3719.01,780.99,4500.0,4500.0
829,"6,0096E+12",Licor WILD AFRICA CREAM 750 ml,1.0,28925.62,6074.38,35000.0,35000.0
827,85954786,Libella Filtros X200,1.0,330.58,69.42,400.0,400.0
789,"7,79812E+12",LAS PERDICES SWEETY ESPUMANTE DULCE,1.0,6611.57,1388.43,8000.0,8000.0
787,"7,7981E+12",LAS HOJAS sabor uva 30g,1.0,2892.56,607.44,3500.0,3500.0
783,"7,7912E+12",LA LINDA TINTO MALBEC,1.0,3719.01,780.99,4500.0,4500.0
1295,"7,79058E+12",Saladix x25g,1.0,247.93,52.07,300.0,300.0
779,"7,7912E+12",LA LINDA CHARDONNAY UNOAKED 2019,1.0,3719.01,780.99,4500.0,4500.0
1,"7,79808E+12",0- 61 VINO MALBEC X 750 ML,1.0,4958.68,1041.32,6000.0,6000.0
1299,"7,79315E+12",SALTA RUBIA,1.0,330.58,69.42,400.0,400.0
758,"7,79058E+12",jugo ARCOR anana 18g,1.0,247.93,52.07,300.0,300.0
961,"7,79058E+12",MISTER POOS FRUTAL 125G,1.0,1074.38,225.62,1300.0,1300.0
964,"7,79058E+12",MISTER POPS X 432 G,1.0,909.09,190.91,1100.0,1100.0
1303,"7,79173E+12",SANTA JULIA DULCE TINTO,1.0,5785.12,1214.88,7000.0,7000.0
1068,"7,81159E+11",PALA CORAZON RESERVA,1.0,2066.12,433.88,2500.0,2500.0
1180,"7,79152E+12",PRESERVATIVO SKYN,1.0,2727.27,572.73,3300.0,3300.0
1179,9,PRESERV.PRIME,1.0,1239.67,260.33,1500.0,1500.0
1199,ttyw2354tffd,PROMO sprite y gancia,1.0,5784.3,1214.7,6999.0,6999.0
1200,"7,79095E+12",Pronto Bitt 473ml,1.0,247.93,52.07,300.0,300.0
1201,"7,79077E+12",PROTECTOR DIARIO CALIPSO,1.0,165.29,34.71,200.0,200.0
1206,"6,57769E+11",PUFF MAMMA banana strawberry,1.0,1404.96,295.04,1700.0,1700.0
1136,77987617,Phillips Morris Randon Spin 12,1.0,1380.17,289.83,1670.0,1670.0
1129,"7,79181E+12",Pepsi-cola,1.0,1487.6,312.4,1800.0,1800.0
1128,"7,79181E+12",PEPSI X 500 ML,1.0,1239.67,260.33,1500.0,1500.0
1119,"7,79031E+12",PEP RUEDITAS PIZZA 120Gs,1.0,578.51,121.49,700.0,700.0
1110,"7,7928E+12",PATAGONIA APA 410CM,1.0,661.16,138.84,800.0,800.0
1108,"7,7928E+12",PATAGONIA AMBER PACKS X6,1.0,12396.69,2603.31,15000.0,15000.0
1077,"7,50044E+12",Panal Pampers XXG X8,1.0,4958.68,1041.32,6000.0,6000.0
1076,"7,50044E+12",PANAL PAMPERS XG X8,1.0,4958.68,1041.32,6000.0,6000.0
1219,"6,57769E+11",PUFF MAMMA pro lemon,1.0,2892.56,607.44,3500.0,3500.0
1244,"7,7902E+12",RESERVA SAN JUAN CONAC,1.0,4876.03,1023.97,5900.0,5900.0
1220,"6,57769E+11",PUFF MAMMA pro Mango,1.0,2892.56,607.44,3500.0,3500.0
1067,"7,79315E+12",PACK IMPERIAL STOUT 473cm x6,1.0,2975.21,624.79,3600.0,3600.0
1058,"7,6222E+12",OREO FRUTILLA 118G,1.0,495.87,104.13,600.0,600.0
1226,"7,79593E+12",PULPA DE FRUTILLA,1.0,495.87,104.13,600.0,600.0
1057,"7,6222E+12",OREO FRUTILLA,1.0,495.87,104.13,600.0,600.0
1228,"7,79217E+12",Quaker barra de cereal,1.0,413.22,86.78,500.0,500.0
1051,"7,27373E+11",ONZA FRUTAS TROPICALES X 600 ML,1.0,991.74,208.26,1200.0,1200.0
1043,"7,79058E+12",Oblea Twit Arcor 20g,1.0,413.22,86.78,500.0,500.0
1039,"7,79058E+12",OBLEA MILK 20G,1.0,330.58,69.42,400.0,400.0
1038,"7,89101E+12",OB TAMPONES SUPER X 8,1.0,2479.34,520.66,3000.0,3000.0
1037,"7,79077E+12",NOSOTRAS X 8,1.0,1652.89,347.11,2000.0,2000.0
1036,"7,70203E+12",NOSOTRAS NOTURNA X8,1.0,1652.89,347.11,2000.0,2000.0
1032,"7,79184E+12",NAMPE CHENIN DULCE,1.0,495.87,104.13,600.0,600.0
1238,"7,79031E+12",RAMITAS PEP QUESO X 120 G,1.0,2066.12,433.88,2500.0,2500.0
754,"5,00027E+12",JOHNNIE WALKER X 750 CL,1.0,107438.02,22561.98,130000.0,130000.0
753,"5,00027E+12",JOHNNIE WALKER GOLD LABEL,1.0,107438.02,22561.98,130000.0,130000.0
447,"7,79058E+12",Cofler Chocolate con Leche 100g,1.0,661.16,138.84,800.0,800.0
1380,"7,7928E+12",STELLA ARTOIS BLANCHE PACK X6,1.0,4958.68,1041.32,6000.0,6000.0
600,"7,7909E+12",FANTA UVA 500ml,1.0,330.58,69.42,400.0,400.0
593,"7,798E+12",FAMILIA MORALES MALBEC ROBLE,1.0,20661.16,4338.84,25000.0,25000.0
592,"7,798E+12",FAMILIA MORALES MALBEC,1.0,2066.12,433.88,2500.0,2500.0
591,"7,798E+12",FAMILIA MORALES CABERNET,1.0,2066.12,433.88,2500.0,2500.0
