Indice,CODIGO,NOMBRE,CANTIDAD,COSTO-UNIT,VALOR-IVA,PRECIO-UNIT,TOTALES
587,"7,79837E+12",ESCANDALOSOS malbec,1.0,2479.34,520.66,3000.0,3000.0
1365,"7,79813E+12",SPORT POP,1.0,1487.6,312.4,1800.0,1800.0
573,"7,79334E+12",ELEGANTE PANUELOS DESCARTABLES,1.0,826.45,173.55,1000.0,1000.0
572,"7,24751E+11",EL TOTICARIO BOTANICOS,1.0,2066.12,433.88,2500.0,2500.0
552,"7,79095E+12",DR LEMON GIN TONIC,1.0,1487.6,312.4,1800.0,1800.0
1370,"7,7909E+12",SPRITE lima-limon x220ml,1.0,330.58,69.42,400.0,400.0
1191,"7,79152E+12",PRIME WARMING,1.0,2479.34,520.66,3000.0,3000.0
542,"7,79031E+12",DORITOS DINAMITA 70G,1.0,2314.05,485.95,2800.0,2800.0
525,"7,79031E+12",DILEMA BLANCO DULCE,1.0,991.74,208.26,1200.0,1200.0
523,"7,79129E+12",DESODORANTE AXE,1.0,661.16,138.84,800.0,800.0
1382,"7,7928E+12",STELLA ARTOIS NOIRE,1.0,578.51,121.49,700.0,700.0
617,"7,79812E+12",Fideo ESTRELLA DE PARANA 500G,1.0,661.16,138.84,800.0,800.0
508,"7,7912E+12",CYNAR 750ML,1.0,7851.24,1648.76,9500.0,9500.0
1385,"7,7928E+12",Stella Blanche X473ml,1.0,826.45,173.55,1000.0,1000.0
505,"7,79241E+12",CUSENIER GRANADINA,1.0,1239.67,260.33,1500.0,1500.0
491,"5,01101E+12",Crema Bayleys 750 Ml,1.0,28925.62,6074.38,35000.0,35000.0
487,"7,79232E+12",COSECHA ESPECIAL EXTRA BRUT,1.0,5785.12,1214.88,7000.0,7000.0
472,"7,79184E+12",CONEJO VERDE 500ml,1.0,4958.68,1041.32,6000.0,6000.0
1398,"7,79836E+12",Tabaco LUCKY,1.0,578.51,121.49,700.0,700.0
469,77941152,CONEJO BOB BLANCO 110G,1.0,3140.5,659.5,3800.0,3800.0
1401,"5,00029E+12",TANQUERAY GIN SERVILLA 1 L,1.0,40495.87,8504.13,49000.0,49000.0
1402,"5,00029E+12",TANQUERAY LONDON DRY GIN,1.0,40495.87,8504.13,49000.0,49000.0
1403,"5,00029E+12",TANQUERAY ROYALE GIN,1.0,20661.16,4338.84,25000.0,25000.0
465,"7,79017E+12",Colon Selecto,1.0,3305.79,694.21,4000.0,4000.0
462,"7,79017E+12",COLON 2022 SYRAH X 750ML,1.0,2066.12,433.88,2500.0,2500.0
460,"7,7931E+12",COLGATE 70G,1.0,165.29,34.71,200.0,200.0
610,7792410523165httpsï¿½--qrco.de-bcFRDr,Fernet Buhero negro 700ml,1.0,6611.57,1388.43,8000.0,8000.0
618,"7,79058E+12",FIGURA BOB CORAZON X 120 G,1.0,5371.9,1128.1,6500.0,6500.0
751,"5,00027E+12",JOHNNIE WALKER BLACK EDICION LIMITADA 700ML,1.0,28925.62,6074.38,35000.0,35000.0
725,"7,6222E+12",HUEVO MILKA LECHE,1.0,2314.05,485.95,2800.0,2800.0
1307,"7,79173E+12",SANTA JULIA RESERVA,1.0,2892.56,607.44,3500.0,3500.0
1308,"7,79173E+12",SANTA JULIA TINTILLO,1.0,2892.56,607.44,3500.0,3500.0
748,"5,00027E+12",JHONNIE WALKER BLACK 750ML,1.0,15702.48,3297.52,19000.0,19000.0
747,82184090442,JACK DANIELS X1L JENNSSEE,1.0,48760.33,10239.67,59000.0,59000.0
746,82184000328,JACK DANIELS HONEY X1L,1.0,37190.08,7809.92,45000.0,45000.0
745,82184004364,JACK DANIELS APPLE 1 L,1.0,66115.7,13884.3,80000.0,80000.0
744,"7,79813E+12",Jabon SIGNO 200grs,1.0,495.87,104.13,600.0,600.0
743,"7,79747E+12",JABON DE COCO 2 X 200 G,1.0,1239.67,260.33,1500.0,1500.0
1317,"7,79029E+12",Sernova Vodka Clasico,1.0,3719.01,780.99,4500.0,4500.0
739,"7,79834E+12",INTEGRA barra de cereal banana,1.0,330.58,69.42,400.0,400.0
1319,"7,79029E+12",Sernovafresh Citrus,1.0,2066.12,433.88,2500.0,2500.0
736,"7,79315E+11",IMPERIAL LAGER 473ML,1.0,1487.6,312.4,1800.0,1800.0
1322,T50,Shot De Tekila Jose Cuervo,1.0,1652.89,347.11,2000.0,2000.0
726,"7,62221E+12",HUEVO MILKA OREO,1.0,2314.05,485.95,2800.0,2800.0
723,"7,79058E+12",HUEVO CHOC AGUILA X 2500G,1.0,11570.25,2429.75,14000.0,14000.0
623,"7,79024E+12",FOND DE CAVE SAUVIGNON BLANC,1.0,1652.89,347.11,2000.0,2000.0
713,"7,24751E+11",HEREDERO GIN TONIC 354ml,1.0,735.54,154.46,890.0,890.0
692,"8,50111E+12",Havana Club Ron Blanco,1.0,3223.14,676.86,3900.0,3900.0
690,"7,62221E+12",HALS MENTHO AZUL,1.0,123.97,26.03,150.0,150.0
688,77933928,HALLS MENTA,1.0,165.29,34.71,200.0,200.0
683,"7,79722E+12",Habana Naipes X40,1.0,1487.6,312.4,1800.0,1800.0
669,"7,63572E+11",GIN PLï¿½ CONTEMPORANEO 500ml,1.0,4958.68,1041.32,6000.0,6000.0
662,"7,79058E+12",GEL XL DUO BOB ROC X 500G,1.0,4545.45,954.55,5500.0,5500.0
644,"7,79095E+12",GANCIA AMERICANO LIMA LIMON 473 ML,1.0,1652.89,347.11,2000.0,2000.0
643,"7,79805E+12",GAMUZA 30 METROS X4,1.0,826.45,173.55,1000.0,1000.0
633,"8,41004E+12",FREIXENET SEMI SECO,1.0,3719.01,780.99,4500.0,4500.0
632,"7,79663E+12",FREIXENET DULCE,1.0,5785.12,1214.88,7000.0,7000.0
630,"7,79004E+12",Formis Frutilla 72g,1.0,206.61,43.39,250.0,250.0
628,"7,79004E+12",Formis Dulce De Leche 72g,1.0,206.61,43.39,250.0,250.0
627,"7,79004E+12",Formis Chocolate 72g,1.0,206.61,43.39,250.0,250.0
549,"5,00027E+12",DOUBLE BLACK X 750 ML,1.0,61983.47,13016.53,75000.0,75000.0
